user_id,device_id,mac_address,registration_timestamp
user2_2a539c8a,device2_5f1125fa,e6:ce:5a:98:c4:01,1708815245.302837
user2_0e8ee4a6,device2_f3e4ffbf,de:5a:3c:ac:d6:1f,1734389645.302853
user2_5373d534,device2_fc67fbcf,9c:e9:3d:61:e5:e8,1714863245.302863
user2_52ff8fb5,device2_40d9bed9,fc:90:c8:16:d7:81,1727132045.302871
user2_e58b795c,device2_519403e3,74:0d:2e:d3:5e:bd,1707519245.302878
user2_ffdd076b,device2_b318af1a,26:c8:5e:23:97:31,1724021645.302885
user2_a1b61a28,device2_8806358e,a6:39:9f:96:c5:f1,1714949645.302892
user2_a9700b99,device2_d6ee4625,98:6a:7e:e6:60:ed,1719269645.302899
user2_0946326b,device2_19a68837,e0:d7:3c:4e:94:88,1719528845.302905
user2_94b90f8a,device2_ce7dfa93,fa:5c:cc:89:11:fa,1727045645.302911
user2_8e84c168,device2_07106cc2,a0:b7:6d:79:aa:1e,1729292045.302918
user2_2f125ca0,device2_d2bd263a,54:fe:db:83:ab:f0,1708642445.302924
user2_fd7aca76,device2_e3439b9e,68:76:43:19:43:ba,1714344845.30293
user2_82877b9c,device2_f4e787f0,30:ad:82:a5:78:37,1728341645.302936
user2_402af337,device2_6f3b7970,be:5c:e9:dd:1e:bb,1734044045.302942
user2_68025093,device2_e51acf4f,4c:c5:b2:53:41:cf,1707432845.302948
user2_3f30974a,device2_7974fcad,a2:1c:92:bb:f3:f5,1734303245.302955
user2_057f4b29,device2_2fe8247e,84:f7:0a:b6:48:83,1721948045.302961
user2_01093542,device2_6826d262,c2:81:1f:10:55:2b,1724712845.302967
user2_5fb298ba,device2_5113b1a9,4e:5d:4c:bb:e7:96,1726354445.302973
user2_2a22881f,device2_0c762717,b8:e8:62:33:ca:8e,1733871245.302979
user2_b4298616,device2_823eac39,22:28:54:ab:c0:c6,1727391245.302985
user2_c7adaa3d,device2_77ec68b6,b2:83:ec:36:95:76,1715381645.302992
user2_f7328c70,device2_6d09bf6d,c6:84:6c:29:f7:0e,1732748045.302998
user2_a18fd88c,device2_e9fe8ab2,54:8a:76:f3:b2:74,1733612045.303004
user2_67d3ae7f,device2_d9d9f72f,14:99:d4:19:17:b7,1717282445.30301
user2_da89af2f,device2_a36f0b05,fc:29:28:5e:6b:c0,1718578445.303017
user2_5fbd7350,device2_86b50bf7,9a:60:ed:af:2e:93,1705186445.303023
user2_85c38671,device2_8c81e71a,b4:b0:29:f1:96:97,1730760845.303029
user2_522ab4b1,device2_33d290d1,9c:d3:ec:2a:b4:8b,1708210445.303035
user2_2e161c6f,device2_7e15fa7a,5a:d6:f7:b7:a8:03,1721602445.303042
user2_48017a30,device2_246a6925,a4:ae:d3:7e:59:62,1711839245.303048
user2_9b3b141e,device2_82d8efe4,58:0c:23:4a:2a:76,1716159245.303054
user2_452dd6a2,device2_e41f2b3d,60:5d:54:4a:5c:0c,1707605645.30306
user2_31123e07,device2_79f2a1df,b0:06:d0:b4:15:d4,1713394445.303067
user2_320b8f9d,device2_80639ee9,de:f9:73:e6:65:a3,1715554445.303073
user2_53a4fb6f,device2_84154d52,60:14:9b:03:80:e6,1717541645.303079
user2_056146d0,device2_db3a99f2,96:7e:e3:42:c1:5c,1714344845.303086
user2_2d90add4,device2_28a7ac4f,60:e9:20:d9:2d:c3,1731365645.303092
user2_d8116915,device2_0ff07474,00:67:f5:f5:4c:8b,1735080845.303098
user2_2650a36a,device2_7831117d,f6:6e:69:a2:b9:d0,1722552845.303104
user2_de2c7870,device2_7d1aa92f,fc:27:71:0d:8a:fd,1713308045.30311
user2_76ee4c72,device2_ecbd1522,0e:da:57:2e:d2:e5,1720047245.303117
user2_4354480c,device2_4da7080b,d6:fc:17:b1:31:66,1720824845.303123
user2_e494753a,device2_438a5d54,38:d9:43:0e:68:92,1734303245.303129
user2_80db2b45,device2_e4da9907,20:e9:05:ad:da:8b,1733439245.303135
user2_056012ca,device2_fc168e12,18:99:09:53:58:85,1724194445.303141
user2_87796da4,device2_edcb28cc,38:18:22:f6:4b:6b,1723848845.303147
user2_b0139d53,device2_71ae8e61,84:46:ed:85:47:6f,1729292045.303154
user2_3bbf1066,device2_a77e3610,e2:44:29:6e:f8:9c,1731797645.30316
user2_abbda7e1,device2_a6d05cf1,0a:c6:d3:2a:f0:b6,1733180045.303166
user2_19526dba,device2_954dc0e6,10:66:25:70:71:36,1727650445.303172
user2_272424d2,device2_a66d7801,78:a5:01:67:71:7c,1710629645.303178
user2_04f1d2b6,device2_554d9d92,b8:ba:ec:46:df:1d,1719269645.303184
user2_0cd9c395,device2_cc330da3,5c:3e:6c:9b:c7:7c,1731365645.30319
user2_0857d5cc,device2_89c3e466,12:52:33:da:e0:67,1724626445.303196
user2_e035909c,device2_14abbe0a,6c:73:49:fa:42:6a,1722466445.303202
user2_0a81d9a5,device2_e32e8cf2,6e:d9:a6:27:eb:1b,1717109645.303208
user2_66007109,device2_bb7e23b2,a2:28:89:81:07:fb,1718232845.303214
user2_72d84c4c,device2_d5dbdd88,9c:23:f4:3f:df:53,1718664845.30322
user2_c5d86f88,device2_37e51443,9a:8b:a8:17:a7:79,1722120845.303227
user2_2a34f692,device2_b7491b2f,40:9b:99:69:35:c1,1726354445.303233
user2_27bde5f6,device2_c95f7502,58:4a:ef:63:94:37,1711234445.303239
user2_b673f153,device2_5f149e2d,7a:8d:7a:aa:24:86,1705877645.303245
user2_e9d6c21f,device2_46a2b082,76:7c:d2:65:5d:41,1711493645.303251
user2_10f498c1,device2_26b32b60,d0:f8:62:bb:bd:75,1730760845.303258
user2_2a76df38,device2_344d9a89,1e:33:6d:da:83:cf,1714258445.303264
user2_455fc28c,device2_ddb8c330,c4:e3:83:3a:5b:ae,1714690445.30327
user2_151f1033,device2_3a1c4f06,54:d2:c7:a1:8d:30,1710716045.303275
user2_7337a63b,device2_1476e542,96:15:aa:d0:8c:15,1734994445.303282
user2_e2f25e01,device2_e2083786,c2:6d:d2:88:a4:49,1708469645.303288
