user_id,device_id,mac_address,registration_timestamp
user3_ceaaf4aa,device3_c5b49d40,ea:fc:97:ca:ea:9f,1712789676.775418
user3_0a786f2d,device3_821881bd,ae:a9:f7:02:76:69,1730933676.775436
user3_d1a08cc6,device3_177a5cc4,4a:ce:ce:d2:35:2b,1732920876.775445
user3_426b6cca,device3_e2390d61,3e:cb:94:9e:ef:2f,1729896876.775454
user3_9b7baf08,device3_c13911d1,72:8a:30:bf:cd:4f,1717887276.775461
user3_9cd75bc1,device3_14cdde7e,16:c3:99:52:56:9b,1732920876.775467
user3_62dab7ae,device3_4a24fd72,de:c0:f3:9b:7c:aa,1712444076.775474
user3_028c1eda,device3_d1600327,c4:83:ac:98:59:3a,1730069676.77548
user3_f9243f12,device3_239a36c7,d8:8c:23:11:16:b1,1725490476.775487
user3_4ade5b8c,device3_6da89e51,6a:bf:ac:c3:92:e0,1704840876.775493
user3_44b402fc,device3_b4f643fc,10:97:a6:53:f9:6f,1707778476.775499
user3_37977c22,device3_aa6c1288,b4:b5:8d:3e:eb:7c,1725058476.775506
user3_0a0b3a6f,device3_3492f03f,50:44:ed:55:b0:57,1713999276.775512
user3_a4741c35,device3_7f541617,6e:36:f4:99:72:e2,1729551276.775518
user3_d8e07f3d,device3_be386651,74:02:3e:1b:ad:85,1724626476.775525
user3_46e5e9a6,device3_042ad4a6,1e:f5:31:4c:ab:7b,1725663276.775531
user3_4f0e1245,device3_2e336bdc,ac:64:aa:b6:58:3b,1712876076.775537
user3_9f747d32,device3_510b6d80,62:ca:e7:07:fa:14,1728773676.775544
user3_2d576f42,device3_a936cb30,a8:d7:00:2f:2e:8e,1730156076.775551
user3_7b7eceeb,device3_d924dbb2,ea:88:17:64:72:8b,1716245676.775557
user3_c7bb286b,device3_001341db,fa:a8:a5:04:7e:47,1731797676.775563
user3_ae1312a2,device3_c3c0589b,e2:37:9b:8a:c6:51,1707346476.775569
user3_0e17b103,device3_44e2faf9,4e:8d:0b:df:39:a3,1718319276.775575
user3_c3d396a7,device3_b9c351c6,d6:09:26:c4:45:f5,1704754476.775581
user3_9733983b,device3_87a757cb,80:b2:4a:94:cc:fc,1733698476.775588
user3_a4cf7cb0,device3_757b08dd,06:58:21:52:58:df,1722034476.775594
user3_7932ba22,device3_b8729f0f,52:09:93:6d:d2:13,1715900076.7756
user3_310fa526,device3_4ce377cc,e8:10:9e:2a:d9:00,1705964076.775606
user3_41e38534,device3_8a709e07,2c:4b:4e:91:79:84,1705791276.775612
user3_ef734927,device3_deeaeb6d,76:66:29:e9:64:48,1714690476.775618
user3_264c245f,device3_37f33fa8,70:f5:e1:a9:c2:c4,1721343276.775624
user3_28a74071,device3_265f957e,04:59:48:5f:3e:9b,1733180076.77563
user3_b43268ee,device3_479adbc0,c0:61:d0:e5:9c:ac,1730501676.775636
user3_43790218,device3_87289383,ca:5b:07:70:70:e1,1712098476.775642
user3_b8adc45e,device3_b0136628,46:00:1c:41:ca:6e,1710197676.775648
user3_a335f0a4,device3_67e8751a,38:b8:8b:4c:3b:71,1725663276.775654
user3_bf1270bf,device3_db6a3606,e6:9b:75:3c:2b:29,1712616876.77566
user3_ab302b73,device3_731f63fc,cc:6c:cb:eb:0a:91,1714258476.775666
user3_44a210d3,device3_28b16404,2c:7b:bf:de:ac:e0,1706396076.775673
user3_7e4d1ef3,device3_710ba1b4,42:72:8e:0a:f9:8d,1728946476.775678
user3_925fec2d,device3_15e2f740,72:7e:96:0b:f1:72,1734994476.775684
user3_731c1866,device3_aa9f6b9d,98:2d:f9:83:80:b4,1705964076.77569
user3_d9805484,device3_27c24b20,7c:e8:05:98:06:4b,1733180076.775697
user3_06ffbacd,device3_3fd9687b,d0:d5:a3:17:96:d0,1723071276.775703
user3_af96efa5,device3_9aea9315,6e:12:f9:fd:8a:f4,1715554476.775709
user3_a7806017,device3_1ba2c428,48:1d:aa:7f:8d:fb,1724453676.775715
user3_0471ba42,device3_1eb20090,68:4b:6d:81:65:35,1732488876.775721
user3_a3ac315d,device3_ce145bfb,da:4f:92:86:15:f6,1712098476.775727
user3_84cfb785,device3_83b03472,06:f2:22:98:ae:1b,1711666476.775733
