user_id,device_id,mac_address,registration_timestamp
user5_cf92f656,device5_73cf825f,b6:a1:1d:96:c3:f9,1735858582.7889
user5_8cf41bac,device5_cd9116c7,d6:63:8d:4b:5a:73,1730069782.788919
user5_c809447d,device5_586783d1,aa:18:36:06:cc:42,1723330582.788928
user5_5e2355bb,device5_192f9ee8,2e:c8:ee:30:3e:d4,1723503382.788936
user5_fc6d3622,device5_987ef913,c0:8d:34:17:66:a0,1723848982.788943
user5_fbb6e67d,device5_9f00c7f2,da:df:a9:88:26:9e,1732316182.78895
user5_ca148cbd,device5_fe12c8b2,b8:b6:7f:aa:97:45,1717023382.788956
user5_058e8e65,device5_70ebf74f,3e:1a:bd:5b:0b:44,1707864982.788963
user5_fb1b0c47,device5_3720c6c2,02:a7:87:02:a7:da,1714431382.788969
user5_4d0f895b,device5_605d46d3,3c:ec:9b:61:38:8b,1730847382.788975
user5_d4b22b09,device5_d5ef58a3,e6:7c:ad:3b:35:9d,1715554582.788982
user5_def9a5f0,device5_23d7f16f,7e:63:c9:7b:8a:12,1706741782.788988
user5_7d616a7e,device5_4540da01,34:29:96:fb:74:ff,1710197782.788995
user5_e8ef06a8,device5_f2511172,dc:49:f7:64:0d:dd,1711320982.789001
user5_e6093ab0,device5_ce8370fc,86:99:65:98:65:9e,1717109782.789007
user5_14c83bbd,device5_5e409650,be:ad:0a:7e:1c:89,1728341782.789013
user5_3f016013,device5_01011247,fc:d0:18:b2:aa:a5,1710802582.789019
user5_96e335d0,device5_2582cb73,b0:a0:6a:82:5b:91,1711234582.789025
user5_b799f874,device5_c9d333fc,80:1f:d2:a3:ba:80,1710888982.789032
user5_a2978969,device5_62d7ce94,1e:1e:0a:ac:56:c3,1728514582.789038
user5_c290f4f7,device5_6922b44d,92:92:93:69:02:0f,1715640982.789044
user5_a80dade6,device5_d4bebca7,7c:f8:99:24:40:3a,1708037782.78905
user5_24fe0177,device5_4b789ac1,54:2c:0b:8f:86:a9,1724799382.789056
user5_275aae46,device5_11b0122d,e4:1f:ba:87:d3:5e,1733784982.789062
user5_f9d7fa10,device5_3d27e093,e4:23:c6:9f:ac:cd,1704754582.789068
user5_2a724e46,device5_2e3ad05b,2e:ce:dd:cb:f6:03,1707951382.789075
user5_5282f5a4,device5_599f4f7f,b4:c7:ef:87:17:b6,1722984982.789081
user5_f72c0659,device5_ba57a484,ae:f0:bc:11:9e:95,1733612182.789087
user5_b4c0575b,device5_ba7e6d03,7a:13:d8:2f:1f:a0,1725749782.789093
user5_402f4f84,device5_ef394b5e,48:47:5e:7a:81:b7,1726786582.789099
user5_4668dc19,device5_8f441c37,40:c4:00:3d:ac:7d,1714776982.789106
user5_669b726f,device5_6d7f904f,dc:19:fe:8f:bf:29,1720133782.789111
user5_11696fbf,device5_197281d2,a4:7a:20:e7:6f:db,1721343382.789117
user5_cfb5c2fb,device5_39671088,64:ef:19:f5:63:59,1712012182.789124
user5_bec0d565,device5_39fff6eb,c0:d4:26:7e:c6:85,1730069782.78913
user5_4d8b38fe,device5_6e4088e6,da:e2:7d:a2:c5:c2,1724194582.789136
user5_83e60a18,device5_312bec25,20:00:3f:15:31:05,1716245782.789142
user5_214e9ed6,device5_680723da,d0:b3:f2:ce:24:c5,1730933782.789148
user5_f50d9fd6,device5_5ecbf015,20:2e:81:77:9d:20,1709506582.789154
user5_afe9d7de,device5_8aef0ddb,06:7d:1e:5f:06:29,1722207382.78916
user5_787c56a3,device5_a98c4e8d,74:72:cb:ac:a1:c1,1733352982.789166
user5_c3fc69e7,device5_9ac669f0,02:38:29:05:ae:48,1722380182.789172
user5_7dcc0cae,device5_81d97ccf,b8:74:8b:7e:37:cd,1711839382.789178
user5_524b51b1,device5_694b96e6,98:16:c4:b1:11:1a,1714172182.789184
user5_e036d522,device5_9e44b8da,e8:24:23:53:4e:1d,1728946582.789189
user5_b5dbfaba,device5_5344fbdd,04:60:31:fe:43:eb,1721084182.789195
user5_d75686a8,device5_13276a8f,86:e4:65:a8:f7:f5,1712271382.789201
user5_42edfa67,device5_06f8de03,cc:05:cc:6b:03:d3,1720306582.789207
user5_a3ecaced,device5_fe9b9481,4c:85:56:d9:01:b1,1717714582.789213
user5_4b6b36c4,device5_875a3976,e4:7a:bc:90:27:bb,1715900182.789219
user5_d3fda486,device5_56e518eb,e8:22:f4:d9:e8:11,1730760982.789225
user5_2c27929a,device5_ea71205c,ae:59:4a:41:19:23,1722380182.789231
user5_8515fb9e,device5_881d8a69,e2:62:0b:31:49:ca,1732402582.789236
user5_b081e04f,device5_a679c9a0,be:78:fb:46:f1:90,1733007382.789242
user5_2c499973,device5_69c0a906,e2:28:b6:97:20:00,1718405782.789248
user5_d2cb6a7a,device5_889bf617,56:92:1c:7f:c6:2b,1726959382.789254
user5_cf0e1a8d,device5_90b6ae38,84:a5:8d:d8:7c:63,1728860182.789261
user5_71a721ab,device5_a1031c59,74:70:1b:76:55:47,1718664982.789267
user5_bb49cdee,device5_c6040350,3c:65:9c:4e:cc:b0,1731797782.789273
user5_0e7b5735,device5_4f0aecfb,22:08:21:d7:f4:d2,1710543382.789279
user5_f03f04f1,device5_fadeda85,e6:34:54:fc:ed:9e,1706223382.789286
user5_b6598b1c,device5_801bac6f,30:23:a0:1a:36:28,1728946582.789293
user5_2915b3f9,device5_a8e80bd0,4c:1b:ab:53:02:54,1705877782.789299
user5_0a78105f,device5_64213117,5c:ce:9c:20:aa:dd,1722380182.789305
user5_75434bb1,device5_904aaebf,5c:a3:3a:cd:1e:d5,1723589782.789311
user5_05a811f5,device5_6df17f0e,fc:b4:d8:ed:9a:6b,1707346582.789317
user5_e9406b73,device5_0cfe8b43,72:7d:05:50:29:5d,1718578582.789323
user5_6cff8ee6,device5_29f50736,98:4d:b5:bc:f8:b9,1735944982.789329
user5_b105332e,device5_0662ae27,e6:2e:bf:c6:ed:26,1704495382.789335
user5_128c1a70,device5_a33302b0,60:57:aa:c4:76:6b,1709333782.789341
user5_006d37b6,device5_23c294e5,a0:21:ad:af:7a:01,1725749782.789347
user5_47fc29b2,device5_ed760aab,b4:48:da:b3:c4:1c,1727477782.789353
user5_465d7ee9,device5_a1dc7c80,e2:49:73:8d:1e:e8,1723848982.789359
user5_d9d17af6,device5_7a5f67a8,50:50:6a:66:ef:27,1707951382.789365
user5_aa3c42cd,device5_d05bb046,c8:c1:fe:04:48:4f,1716159382.789371
user5_62997e1d,device5_2e20bd6e,58:ac:98:c3:da:e4,1735426582.789377
user5_12f29614,device5_95109e19,42:de:11:5b:55:76,1723330582.789383
user5_a88aa541,device5_7944266b,f8:39:d6:10:c8:65,1712357782.789389
user5_15f7d80f,device5_03b7619d,4c:75:de:ae:cc:ca,1725317782.789395
user5_c9c26719,device5_c025b88d,64:7c:00:4e:29:f5,1712703382.789401
user5_49aa515b,device5_531d1d69,04:40:f6:21:f3:c2,1710629782.789407
user5_c246bd18,device5_faadff55,fc:38:c6:d5:6a:ae,1735080982.789413
user5_ac0bad02,device5_1d1ed1af,5c:65:19:6a:15:7c,1720392982.789419
user5_5881607a,device5_6f3e4894,ee:c0:c4:6a:3d:8f,1725317782.789425
user5_cc144c03,device5_e606309a,5c:8b:fb:2f:81:22,1715900182.789431
user5_9fecd237,device5_cd65a02c,22:f0:64:b1:4f:ec,1709333782.789436
user5_bcc0d51a,device5_fd2fe65d,f4:11:f2:a9:00:eb,1706828182.789442
user5_b7764888,device5_8221ba0c,da:21:79:fa:4a:b5,1720565782.78945
user5_2f036684,device5_d2508a4c,28:a0:51:00:d8:03,1708037782.789456
user5_edd2823e,device5_561f328d,1c:78:62:1a:98:03,1734044182.789462
user5_f92d3f4e,device5_c2a71911,b8:3b:87:5f:e8:1f,1710370582.789468
user5_bf16a4ff,device5_0cde1304,cc:9a:1c:26:de:79,1714517782.789474
user5_9d45bda7,device5_138afbdc,ac:62:54:81:7e:8f,1731970582.78948
user5_93bc5855,device5_defa8983,1c:73:71:25:9c:4c,1705359382.789486
user5_57a05301,device5_2ee6afad,70:17:c5:ab:38:bb,1726440982.789492
user5_8978cf1d,device5_f29ab2d5,76:53:72:7f:d9:8f,1708124182.789498
user5_ba11147e,device5_cddb2c85,e4:04:6c:83:b0:26,1704495382.789504
user5_a123bd44,device5_3b1f721d,0e:1d:d3:d3:50:cb,1735512982.78951
user5_fbd734e7,device5_f52502b4,a2:6b:e8:33:15:1d,1728687382.789516
user5_fd3de5a1,device5_5fe42db6,36:f1:ae:b3:39:37,1718492182.789521
